p1,p2,p3,p4,p5,p6,p7,p8,p9,pA,pB,pC,pD,pE,pF,p11,p12,p13,p14,p15,p16,p17,p18,p19,p1A,p1B,p1C,p1D,p1E,p1F
一東,二冬,三江,四支,五微,六魚,七虞,八斉,九佳,十灰,十一真,十二文,十三元,十四寒,十五刪,一先,二蕭,三肴,四豪,五歌,六麻,七陽,八庚,九青,十蒸,十一尤,十二侵,十三覃,十四塩,十五咸
